pid,group,topic,question_id,condition,correct,partial,serial_position,t_passage,t_qs,diff_passage,diff_qs,duration
645179915e31c1aeb3dc8129,13,martial_arts,QMA01,repeat_long,1,1.0,1,93.279,54.716,4.0,4.0,610.0
645179915e31c1aeb3dc8129,13,martial_arts,QMA02,repeat_long,0,0.5,1,93.279,54.716,4.0,4.0,610.0
645179915e31c1aeb3dc8129,13,martial_arts,QMA03,repeat_long,0,0.5,1,93.279,54.716,4.0,4.0,610.0
645179915e31c1aeb3dc8129,13,martial_arts,QMA04,repeat_long,1,1.0,1,93.279,54.716,4.0,4.0,610.0
645179915e31c1aeb3dc8129,13,martial_arts,QMA05,repeat_long,0,0.5,1,93.279,54.716,4.0,4.0,610.0
645179915e31c1aeb3dc8129,13,fruits_v2,QF_V2_01,control,0,0.5,3,49.897,51.327,7.0,7.0,610.0
645179915e31c1aeb3dc8129,13,fruits_v2,QF_V2_02,control,0,0.5,3,49.897,51.327,7.0,7.0,610.0
645179915e31c1aeb3dc8129,13,fruits_v2,QF_V2_03,control,1,1.0,3,49.897,51.327,7.0,7.0,610.0
645179915e31c1aeb3dc8129,13,fruits_v2,QF_V2_04,control,1,1.0,3,49.897,51.327,7.0,7.0,610.0
645179915e31c1aeb3dc8129,13,fruits_v2,QF_V2_05,control,0,0.0,3,49.897,51.327,7.0,7.0,610.0
645179915e31c1aeb3dc8129,13,astronomy,QA01,repeat_short,1,1.0,2,56.669,62.843,6.0,6.0,610.0
645179915e31c1aeb3dc8129,13,astronomy,QA02,repeat_short,1,1.0,2,56.669,62.843,6.0,6.0,610.0
645179915e31c1aeb3dc8129,13,astronomy,QA03,repeat_short,0,0.5,2,56.669,62.843,6.0,6.0,610.0
645179915e31c1aeb3dc8129,13,astronomy,QA04,repeat_short,0,0.0,2,56.669,62.843,6.0,6.0,610.0
645179915e31c1aeb3dc8129,13,astronomy,QA05,repeat_short,0,0.0,2,56.669,62.843,6.0,6.0,610.0
699f8d117bdd818763e3d681,15,martial_arts,QMA01,repeat_long,0,0.5,2,91.167,53.685,9.0,8.0,604.0
699f8d117bdd818763e3d681,15,martial_arts,QMA02,repeat_long,1,1.0,2,91.167,53.685,9.0,8.0,604.0
699f8d117bdd818763e3d681,15,martial_arts,QMA03,repeat_long,0,0.0,2,91.167,53.685,9.0,8.0,604.0
699f8d117bdd818763e3d681,15,martial_arts,QMA04,repeat_long,0,0.0,2,91.167,53.685,9.0,8.0,604.0
699f8d117bdd818763e3d681,15,martial_arts,QMA05,repeat_long,0,0.0,2,91.167,53.685,9.0,8.0,604.0
699f8d117bdd818763e3d681,15,fruits_v2,QF_V2_01,repeat_short,0,0.0,4,60.135,56.673,7.0,7.0,604.0
699f8d117bdd818763e3d681,15,fruits_v2,QF_V2_02,repeat_short,1,1.0,4,60.135,56.673,7.0,7.0,604.0
699f8d117bdd818763e3d681,15,fruits_v2,QF_V2_03,repeat_short,1,1.0,4,60.135,56.673,7.0,7.0,604.0
699f8d117bdd818763e3d681,15,fruits_v2,QF_V2_04,repeat_short,0,0.0,4,60.135,56.673,7.0,7.0,604.0
699f8d117bdd818763e3d681,15,fruits_v2,QF_V2_05,repeat_short,0,0.0,4,60.135,56.673,7.0,7.0,604.0
699f8d117bdd818763e3d681,15,astronomy,QA01,control,0,0.0,3,52.455,44.374,7.0,7.0,604.0
699f8d117bdd818763e3d681,15,astronomy,QA02,control,0,0.5,3,52.455,44.374,7.0,7.0,604.0
699f8d117bdd818763e3d681,15,astronomy,QA03,control,0,0.5,3,52.455,44.374,7.0,7.0,604.0
699f8d117bdd818763e3d681,15,astronomy,QA04,control,0,0.0,3,52.455,44.374,7.0,7.0,604.0
699f8d117bdd818763e3d681,15,astronomy,QA05,control,0,0.0,3,52.455,44.374,7.0,7.0,604.0
69fe143fe0fc2630be12c1a4,1,martial_arts,QMA01,control,1,1.0,2,95.212,30.285,0.0,0.0,678.0
69fe143fe0fc2630be12c1a4,1,martial_arts,QMA02,control,0,0.5,2,95.212,30.285,0.0,0.0,678.0
69fe143fe0fc2630be12c1a4,1,martial_arts,QMA03,control,0,0.0,2,95.212,30.285,0.0,0.0,678.0
69fe143fe0fc2630be12c1a4,1,martial_arts,QMA04,control,0,0.0,2,95.212,30.285,0.0,0.0,678.0
69fe143fe0fc2630be12c1a4,1,martial_arts,QMA05,control,0,0.5,2,95.212,30.285,0.0,0.0,678.0
69fe143fe0fc2630be12c1a4,1,fruits_v2,QF_V2_01,repeat_short,0,0.5,3,60.417,41.816,0.0,0.0,678.0
69fe143fe0fc2630be12c1a4,1,fruits_v2,QF_V2_02,repeat_short,1,1.0,3,60.417,41.816,0.0,0.0,678.0
69fe143fe0fc2630be12c1a4,1,fruits_v2,QF_V2_03,repeat_short,1,1.0,3,60.417,41.816,0.0,0.0,678.0
69fe143fe0fc2630be12c1a4,1,fruits_v2,QF_V2_04,repeat_short,0,0.0,3,60.417,41.816,0.0,0.0,678.0
69fe143fe0fc2630be12c1a4,1,fruits_v2,QF_V2_05,repeat_short,0,0.0,3,60.417,41.816,0.0,0.0,678.0
69fe143fe0fc2630be12c1a4,1,astronomy,QA01,repeat_long,0,0.6666666666666666,1,179.093,31.334,0.0,0.0,678.0
69fe143fe0fc2630be12c1a4,1,astronomy,QA02,repeat_long,0,0.5,1,179.093,31.334,0.0,0.0,678.0
69fe143fe0fc2630be12c1a4,1,astronomy,QA03,repeat_long,1,1.0,1,179.093,31.334,0.0,0.0,678.0
69fe143fe0fc2630be12c1a4,1,astronomy,QA04,repeat_long,0,0.0,1,179.093,31.334,0.0,0.0,678.0
69fe143fe0fc2630be12c1a4,1,astronomy,QA05,repeat_long,0,0.0,1,179.093,31.334,0.0,0.0,678.0
69fe143fe0fc2630be12c1a4,1,fabrics,QFB01,distractor,0,0.5,4,72.329,35.507,0.0,0.0,678.0
69fe143fe0fc2630be12c1a4,1,fabrics,QFB02,distractor,0,0.5,4,72.329,35.507,0.0,0.0,678.0
69fe143fe0fc2630be12c1a4,1,fabrics,QFB03,distractor,1,1.0,4,72.329,35.507,0.0,0.0,678.0
69fe143fe0fc2630be12c1a4,1,fabrics,QFB04,distractor,0,0.0,4,72.329,35.507,0.0,0.0,678.0
69fe143fe0fc2630be12c1a4,1,fabrics,QFB05,distractor,0,0.5,4,72.329,35.507,0.0,0.0,678.0
597fe89a1b41a20001749f57,16,martial_arts,QMA01,repeat_long,0,0.5,3,89.593,70.437,7.0,7.0,654.0
597fe89a1b41a20001749f57,16,martial_arts,QMA02,repeat_long,1,1.0,3,89.593,70.437,7.0,7.0,654.0
597fe89a1b41a20001749f57,16,martial_arts,QMA03,repeat_long,0,0.0,3,89.593,70.437,7.0,7.0,654.0
597fe89a1b41a20001749f57,16,martial_arts,QMA04,repeat_long,1,1.0,3,89.593,70.437,7.0,7.0,654.0
597fe89a1b41a20001749f57,16,martial_arts,QMA05,repeat_long,1,1.0,3,89.593,70.437,7.0,7.0,654.0
597fe89a1b41a20001749f57,16,fruits_v2,QF_V2_01,repeat_short,1,1.0,2,60.173,66.127,4.0,3.0,654.0
597fe89a1b41a20001749f57,16,fruits_v2,QF_V2_02,repeat_short,1,1.0,2,60.173,66.127,4.0,3.0,654.0
597fe89a1b41a20001749f57,16,fruits_v2,QF_V2_03,repeat_short,1,1.0,2,60.173,66.127,4.0,3.0,654.0
597fe89a1b41a20001749f57,16,fruits_v2,QF_V2_04,repeat_short,1,1.0,2,60.173,66.127,4.0,3.0,654.0
597fe89a1b41a20001749f57,16,fruits_v2,QF_V2_05,repeat_short,0,0.0,2,60.173,66.127,4.0,3.0,654.0
597fe89a1b41a20001749f57,16,astronomy,QA01,distractor,0,0.6666666666666666,4,92.049,88.357,9.0,9.0,654.0
597fe89a1b41a20001749f57,16,astronomy,QA02,distractor,0,0.5,4,92.049,88.357,9.0,9.0,654.0
597fe89a1b41a20001749f57,16,astronomy,QA03,distractor,0,0.5,4,92.049,88.357,9.0,9.0,654.0
597fe89a1b41a20001749f57,16,astronomy,QA04,distractor,0,0.0,4,92.049,88.357,9.0,9.0,654.0
597fe89a1b41a20001749f57,16,astronomy,QA05,distractor,0,0.0,4,92.049,88.357,9.0,9.0,654.0
597fe89a1b41a20001749f57,16,fabrics,QFB01,control,0,0.5,1,50.735,47.6,3.0,4.0,654.0
597fe89a1b41a20001749f57,16,fabrics,QFB02,control,1,1.0,1,50.735,47.6,3.0,4.0,654.0
597fe89a1b41a20001749f57,16,fabrics,QFB03,control,1,1.0,1,50.735,47.6,3.0,4.0,654.0
597fe89a1b41a20001749f57,16,fabrics,QFB04,control,0,0.0,1,50.735,47.6,3.0,4.0,654.0
597fe89a1b41a20001749f57,16,fabrics,QFB05,control,1,1.0,1,50.735,47.6,3.0,4.0,654.0
6596d692ac956830b68776e0,23,martial_arts,QMA01,distractor,1,1.0,4,76.168,56.487,5.0,6.0,665.0
6596d692ac956830b68776e0,23,martial_arts,QMA02,distractor,1,1.0,4,76.168,56.487,5.0,6.0,665.0
6596d692ac956830b68776e0,23,martial_arts,QMA03,distractor,0,0.5,4,76.168,56.487,5.0,6.0,665.0
6596d692ac956830b68776e0,23,martial_arts,QMA04,distractor,1,1.0,4,76.168,56.487,5.0,6.0,665.0
6596d692ac956830b68776e0,23,martial_arts,QMA05,distractor,1,1.0,4,76.168,56.487,5.0,6.0,665.0
6596d692ac956830b68776e0,23,fruits_v2,QF_V2_01,repeat_long,0,0.0,2,84.044,54.053,7.0,7.0,665.0
6596d692ac956830b68776e0,23,fruits_v2,QF_V2_02,repeat_long,0,0.0,2,84.044,54.053,7.0,7.0,665.0
6596d692ac956830b68776e0,23,fruits_v2,QF_V2_03,repeat_long,1,1.0,2,84.044,54.053,7.0,7.0,665.0
6596d692ac956830b68776e0,23,fruits_v2,QF_V2_04,repeat_long,1,1.0,2,84.044,54.053,7.0,7.0,665.0
6596d692ac956830b68776e0,23,fruits_v2,QF_V2_05,repeat_long,1,1.0,2,84.044,54.053,7.0,7.0,665.0
6596d692ac956830b68776e0,23,astronomy,QA01,control,1,1.0,3,51.928,40.123,7.0,7.0,665.0
6596d692ac956830b68776e0,23,astronomy,QA02,control,0,0.5,3,51.928,40.123,7.0,7.0,665.0
6596d692ac956830b68776e0,23,astronomy,QA03,control,0,0.5,3,51.928,40.123,7.0,7.0,665.0
6596d692ac956830b68776e0,23,astronomy,QA04,control,1,1.0,3,51.928,40.123,7.0,7.0,665.0
6596d692ac956830b68776e0,23,astronomy,QA05,control,0,0.0,3,51.928,40.123,7.0,7.0,665.0
6596d692ac956830b68776e0,23,fabrics,QFB01,repeat_short,0,0.5,1,53.607,44.283,6.0,7.0,665.0
6596d692ac956830b68776e0,23,fabrics,QFB02,repeat_short,0,0.5,1,53.607,44.283,6.0,7.0,665.0
6596d692ac956830b68776e0,23,fabrics,QFB03,repeat_short,1,1.0,1,53.607,44.283,6.0,7.0,665.0
6596d692ac956830b68776e0,23,fabrics,QFB04,repeat_short,0,0.0,1,53.607,44.283,6.0,7.0,665.0
6596d692ac956830b68776e0,23,fabrics,QFB05,repeat_short,1,1.0,1,53.607,44.283,6.0,7.0,665.0
6755ad907901f7517e48451b,6,martial_arts,QMA01,control,1,1.0,4,94.973,55.442,1.0,4.0,668.0
6755ad907901f7517e48451b,6,martial_arts,QMA02,control,1,1.0,4,94.973,55.442,1.0,4.0,668.0
6755ad907901f7517e48451b,6,martial_arts,QMA03,control,0,0.0,4,94.973,55.442,1.0,4.0,668.0
6755ad907901f7517e48451b,6,martial_arts,QMA04,control,1,1.0,4,94.973,55.442,1.0,4.0,668.0
6755ad907901f7517e48451b,6,martial_arts,QMA05,control,1,1.0,4,94.973,55.442,1.0,4.0,668.0
6755ad907901f7517e48451b,6,fruits_v2,QF_V2_01,distractor,0,0.0,3,85.402,59.548,1.0,9.0,668.0
6755ad907901f7517e48451b,6,fruits_v2,QF_V2_02,distractor,0,0.5,3,85.402,59.548,1.0,9.0,668.0
6755ad907901f7517e48451b,6,fruits_v2,QF_V2_03,distractor,0,0.0,3,85.402,59.548,1.0,9.0,668.0
6755ad907901f7517e48451b,6,fruits_v2,QF_V2_04,distractor,0,0.0,3,85.402,59.548,1.0,9.0,668.0
6755ad907901f7517e48451b,6,fruits_v2,QF_V2_05,distractor,0,0.0,3,85.402,59.548,1.0,9.0,668.0
6755ad907901f7517e48451b,6,astronomy,QA01,repeat_long,0,0.6666666666666666,2,84.663,41.015,0.0,9.0,668.0
6755ad907901f7517e48451b,6,astronomy,QA02,repeat_long,0,0.5,2,84.663,41.015,0.0,9.0,668.0
6755ad907901f7517e48451b,6,astronomy,QA03,repeat_long,0,0.5,2,84.663,41.015,0.0,9.0,668.0
6755ad907901f7517e48451b,6,astronomy,QA04,repeat_long,0,0.0,2,84.663,41.015,0.0,9.0,668.0
6755ad907901f7517e48451b,6,astronomy,QA05,repeat_long,0,0.0,2,84.663,41.015,0.0,9.0,668.0
6755ad907901f7517e48451b,6,fabrics,QFB01,repeat_short,1,1.0,1,60.027,61.548,0.0,7.0,668.0
6755ad907901f7517e48451b,6,fabrics,QFB02,repeat_short,1,1.0,1,60.027,61.548,0.0,7.0,668.0
6755ad907901f7517e48451b,6,fabrics,QFB03,repeat_short,1,1.0,1,60.027,61.548,0.0,7.0,668.0
6755ad907901f7517e48451b,6,fabrics,QFB04,repeat_short,1,1.0,1,60.027,61.548,0.0,7.0,668.0
6755ad907901f7517e48451b,6,fabrics,QFB05,repeat_short,1,1.0,1,60.027,61.548,0.0,7.0,668.0
616c6bcb2a62b082dfe84ca1,22,martial_arts,QMA01,distractor,0,0.0,4,81.034,58.656,3.0,7.0,693.0
616c6bcb2a62b082dfe84ca1,22,martial_arts,QMA02,distractor,1,1.0,4,81.034,58.656,3.0,7.0,693.0
616c6bcb2a62b082dfe84ca1,22,martial_arts,QMA03,distractor,0,0.5,4,81.034,58.656,3.0,7.0,693.0
616c6bcb2a62b082dfe84ca1,22,martial_arts,QMA04,distractor,0,0.0,4,81.034,58.656,3.0,7.0,693.0
616c6bcb2a62b082dfe84ca1,22,martial_arts,QMA05,distractor,0,0.0,4,81.034,58.656,3.0,7.0,693.0
616c6bcb2a62b082dfe84ca1,22,fruits_v2,QF_V2_01,repeat_short,1,1.0,3,67.771,88.204,3.0,6.0,693.0
616c6bcb2a62b082dfe84ca1,22,fruits_v2,QF_V2_02,repeat_short,0,0.0,3,67.771,88.204,3.0,6.0,693.0
616c6bcb2a62b082dfe84ca1,22,fruits_v2,QF_V2_03,repeat_short,0,0.0,3,67.771,88.204,3.0,6.0,693.0
616c6bcb2a62b082dfe84ca1,22,fruits_v2,QF_V2_04,repeat_short,0,0.0,3,67.771,88.204,3.0,6.0,693.0
616c6bcb2a62b082dfe84ca1,22,fruits_v2,QF_V2_05,repeat_short,0,0.0,3,67.771,88.204,3.0,6.0,693.0
616c6bcb2a62b082dfe84ca1,22,astronomy,QA01,repeat_long,0,0.0,1,101.067,46.104,2.0,8.0,693.0
616c6bcb2a62b082dfe84ca1,22,astronomy,QA02,repeat_long,0,0.5,1,101.067,46.104,2.0,8.0,693.0
616c6bcb2a62b082dfe84ca1,22,astronomy,QA03,repeat_long,0,0.0,1,101.067,46.104,2.0,8.0,693.0
616c6bcb2a62b082dfe84ca1,22,astronomy,QA04,repeat_long,0,0.0,1,101.067,46.104,2.0,8.0,693.0
616c6bcb2a62b082dfe84ca1,22,astronomy,QA05,repeat_long,0,0.0,1,101.067,46.104,2.0,8.0,693.0
69e394e2b292e5c72a9a4030,7,martial_arts,QMA01,repeat_short,0,0.5,3,60.415,47.708,10.0,10.0,553.0
69e394e2b292e5c72a9a4030,7,martial_arts,QMA02,repeat_short,0,0.5,3,60.415,47.708,10.0,10.0,553.0
69e394e2b292e5c72a9a4030,7,martial_arts,QMA03,repeat_short,0,0.0,3,60.415,47.708,10.0,10.0,553.0
69e394e2b292e5c72a9a4030,7,martial_arts,QMA04,repeat_short,0,0.0,3,60.415,47.708,10.0,10.0,553.0
69e394e2b292e5c72a9a4030,7,martial_arts,QMA05,repeat_short,0,0.0,3,60.415,47.708,10.0,10.0,553.0
69e394e2b292e5c72a9a4030,7,fruits_v2,QF_V2_01,control,0,0.5,2,49.937,56.708,10.0,10.0,553.0
69e394e2b292e5c72a9a4030,7,fruits_v2,QF_V2_02,control,0,0.0,2,49.937,56.708,10.0,10.0,553.0
69e394e2b292e5c72a9a4030,7,fruits_v2,QF_V2_03,control,0,0.0,2,49.937,56.708,10.0,10.0,553.0
69e394e2b292e5c72a9a4030,7,fruits_v2,QF_V2_04,control,0,0.0,2,49.937,56.708,10.0,10.0,553.0
69e394e2b292e5c72a9a4030,7,fruits_v2,QF_V2_05,control,1,1.0,2,49.937,56.708,10.0,10.0,553.0
69e394e2b292e5c72a9a4030,7,astronomy,QA01,repeat_long,0,0.0,1,80.375,60.396,10.0,10.0,553.0
69e394e2b292e5c72a9a4030,7,astronomy,QA02,repeat_long,0,0.5,1,80.375,60.396,10.0,10.0,553.0
69e394e2b292e5c72a9a4030,7,astronomy,QA03,repeat_long,0,0.5,1,80.375,60.396,10.0,10.0,553.0
69e394e2b292e5c72a9a4030,7,astronomy,QA04,repeat_long,0,0.0,1,80.375,60.396,10.0,10.0,553.0
69e394e2b292e5c72a9a4030,7,astronomy,QA05,repeat_long,0,0.0,1,80.375,60.396,10.0,10.0,553.0
69e394e2b292e5c72a9a4030,7,fabrics,QFB01,distractor,0,0.0,4,72.202,33.958,10.0,10.0,553.0
69e394e2b292e5c72a9a4030,7,fabrics,QFB02,distractor,0,0.0,4,72.202,33.958,10.0,10.0,553.0
69e394e2b292e5c72a9a4030,7,fabrics,QFB03,distractor,0,0.0,4,72.202,33.958,10.0,10.0,553.0
69e394e2b292e5c72a9a4030,7,fabrics,QFB04,distractor,1,1.0,4,72.202,33.958,10.0,10.0,553.0
69e394e2b292e5c72a9a4030,7,fabrics,QFB05,distractor,0,0.0,4,72.202,33.958,10.0,10.0,553.0
63f3e75e0787bb42195e1e4c,8,martial_arts,QMA01,repeat_short,0,0.5,2,63.562,71.592,7.0,7.0,695.0
63f3e75e0787bb42195e1e4c,8,martial_arts,QMA02,repeat_short,0,0.5,2,63.562,71.592,7.0,7.0,695.0
63f3e75e0787bb42195e1e4c,8,martial_arts,QMA03,repeat_short,1,1.0,2,63.562,71.592,7.0,7.0,695.0
63f3e75e0787bb42195e1e4c,8,martial_arts,QMA04,repeat_short,1,1.0,2,63.562,71.592,7.0,7.0,695.0
63f3e75e0787bb42195e1e4c,8,martial_arts,QMA05,repeat_short,1,1.0,2,63.562,71.592,7.0,7.0,695.0
63f3e75e0787bb42195e1e4c,8,fruits_v2,QF_V2_01,control,1,1.0,4,51.881,90.979,7.0,7.0,695.0
63f3e75e0787bb42195e1e4c,8,fruits_v2,QF_V2_02,control,1,1.0,4,51.881,90.979,7.0,7.0,695.0
63f3e75e0787bb42195e1e4c,8,fruits_v2,QF_V2_03,control,0,0.0,4,51.881,90.979,7.0,7.0,695.0
63f3e75e0787bb42195e1e4c,8,fruits_v2,QF_V2_04,control,1,1.0,4,51.881,90.979,7.0,7.0,695.0
63f3e75e0787bb42195e1e4c,8,fruits_v2,QF_V2_05,control,1,1.0,4,51.881,90.979,7.0,7.0,695.0
63f3e75e0787bb42195e1e4c,8,astronomy,QA01,distractor,0,0.6666666666666666,1,97.493,57.75,10.0,10.0,695.0
63f3e75e0787bb42195e1e4c,8,astronomy,QA02,distractor,0,0.5,1,97.493,57.75,10.0,10.0,695.0
63f3e75e0787bb42195e1e4c,8,astronomy,QA03,distractor,0,0.5,1,97.493,57.75,10.0,10.0,695.0
63f3e75e0787bb42195e1e4c,8,astronomy,QA04,distractor,0,0.0,1,97.493,57.75,10.0,10.0,695.0
63f3e75e0787bb42195e1e4c,8,astronomy,QA05,distractor,0,0.0,1,97.493,57.75,10.0,10.0,695.0
63f3e75e0787bb42195e1e4c,8,fabrics,QFB01,repeat_long,1,1.0,3,71.992,78.924,5.0,5.0,695.0
63f3e75e0787bb42195e1e4c,8,fabrics,QFB02,repeat_long,0,0.5,3,71.992,78.924,5.0,5.0,695.0
63f3e75e0787bb42195e1e4c,8,fabrics,QFB03,repeat_long,1,1.0,3,71.992,78.924,5.0,5.0,695.0
63f3e75e0787bb42195e1e4c,8,fabrics,QFB04,repeat_long,1,1.0,3,71.992,78.924,5.0,5.0,695.0
63f3e75e0787bb42195e1e4c,8,fabrics,QFB05,repeat_long,1,1.0,3,71.992,78.924,5.0,5.0,695.0
69d3a8135dad4152d874f8ec,18,martial_arts,QMA01,repeat_long,1,1.0,1,91.51,40.934,0.0,1.0,553.0
69d3a8135dad4152d874f8ec,18,martial_arts,QMA02,repeat_long,1,1.0,1,91.51,40.934,0.0,1.0,553.0
69d3a8135dad4152d874f8ec,18,martial_arts,QMA03,repeat_long,0,0.0,1,91.51,40.934,0.0,1.0,553.0
69d3a8135dad4152d874f8ec,18,martial_arts,QMA04,repeat_long,1,1.0,1,91.51,40.934,0.0,1.0,553.0
69d3a8135dad4152d874f8ec,18,martial_arts,QMA05,repeat_long,1,1.0,1,91.51,40.934,0.0,1.0,553.0
69d3a8135dad4152d874f8ec,18,fruits_v2,QF_V2_01,distractor,0,0.5,4,84.637,50.225,3.0,4.0,553.0
69d3a8135dad4152d874f8ec,18,fruits_v2,QF_V2_02,distractor,1,1.0,4,84.637,50.225,3.0,4.0,553.0
69d3a8135dad4152d874f8ec,18,fruits_v2,QF_V2_03,distractor,0,0.0,4,84.637,50.225,3.0,4.0,553.0
69d3a8135dad4152d874f8ec,18,fruits_v2,QF_V2_04,distractor,1,1.0,4,84.637,50.225,3.0,4.0,553.0
69d3a8135dad4152d874f8ec,18,fruits_v2,QF_V2_05,distractor,1,1.0,4,84.637,50.225,3.0,4.0,553.0
69d3a8135dad4152d874f8ec,18,astronomy,QA01,repeat_short,1,1.0,3,56.627,52.773,1.0,2.0,553.0
69d3a8135dad4152d874f8ec,18,astronomy,QA02,repeat_short,1,1.0,3,56.627,52.773,1.0,2.0,553.0
69d3a8135dad4152d874f8ec,18,astronomy,QA03,repeat_short,1,1.0,3,56.627,52.773,1.0,2.0,553.0
69d3a8135dad4152d874f8ec,18,astronomy,QA04,repeat_short,1,1.0,3,56.627,52.773,1.0,2.0,553.0
69d3a8135dad4152d874f8ec,18,astronomy,QA05,repeat_short,0,0.0,3,56.627,52.773,1.0,2.0,553.0
69d3a8135dad4152d874f8ec,18,fabrics,QFB01,control,1,1.0,2,48.082,43.556,1.0,2.0,553.0
69d3a8135dad4152d874f8ec,18,fabrics,QFB02,control,1,1.0,2,48.082,43.556,1.0,2.0,553.0
69d3a8135dad4152d874f8ec,18,fabrics,QFB03,control,1,1.0,2,48.082,43.556,1.0,2.0,553.0
69d3a8135dad4152d874f8ec,18,fabrics,QFB04,control,1,1.0,2,48.082,43.556,1.0,2.0,553.0
69d3a8135dad4152d874f8ec,18,fabrics,QFB05,control,1,1.0,2,48.082,43.556,1.0,2.0,553.0
69d53aef81c05aeb395447a6,18,martial_arts,QMA01,repeat_long,1,1.0,2,92.63,46.58,8.0,8.0,619.0
69d53aef81c05aeb395447a6,18,martial_arts,QMA02,repeat_long,1,1.0,2,92.63,46.58,8.0,8.0,619.0
69d53aef81c05aeb395447a6,18,martial_arts,QMA03,repeat_long,0,0.0,2,92.63,46.58,8.0,8.0,619.0
69d53aef81c05aeb395447a6,18,martial_arts,QMA04,repeat_long,0,0.0,2,92.63,46.58,8.0,8.0,619.0
69d53aef81c05aeb395447a6,18,martial_arts,QMA05,repeat_long,1,1.0,2,92.63,46.58,8.0,8.0,619.0
69d53aef81c05aeb395447a6,18,fruits_v2,QF_V2_01,distractor,0,0.5,1,84.753,56.286,9.0,8.0,619.0
69d53aef81c05aeb395447a6,18,fruits_v2,QF_V2_02,distractor,0,0.0,1,84.753,56.286,9.0,8.0,619.0
69d53aef81c05aeb395447a6,18,fruits_v2,QF_V2_03,distractor,1,1.0,1,84.753,56.286,9.0,8.0,619.0
69d53aef81c05aeb395447a6,18,fruits_v2,QF_V2_04,distractor,0,0.0,1,84.753,56.286,9.0,8.0,619.0
69d53aef81c05aeb395447a6,18,fruits_v2,QF_V2_05,distractor,0,0.0,1,84.753,56.286,9.0,8.0,619.0
69d53aef81c05aeb395447a6,18,astronomy,QA01,repeat_short,0,0.6666666666666666,4,57.326,44.926,7.0,7.0,619.0
69d53aef81c05aeb395447a6,18,astronomy,QA02,repeat_short,0,0.0,4,57.326,44.926,7.0,7.0,619.0
69d53aef81c05aeb395447a6,18,astronomy,QA03,repeat_short,0,0.0,4,57.326,44.926,7.0,7.0,619.0
69d53aef81c05aeb395447a6,18,astronomy,QA04,repeat_short,0,0.0,4,57.326,44.926,7.0,7.0,619.0
69d53aef81c05aeb395447a6,18,astronomy,QA05,repeat_short,0,0.0,4,57.326,44.926,7.0,7.0,619.0
69a1a6245c60b6a02fc72573,7,martial_arts,QMA01,repeat_short,0,0.5,4,61.795,109.704,7.0,7.0,759.0
69a1a6245c60b6a02fc72573,7,martial_arts,QMA02,repeat_short,0,0.0,4,61.795,109.704,7.0,7.0,759.0
69a1a6245c60b6a02fc72573,7,martial_arts,QMA03,repeat_short,0,0.0,4,61.795,109.704,7.0,7.0,759.0
69a1a6245c60b6a02fc72573,7,martial_arts,QMA04,repeat_short,0,0.0,4,61.795,109.704,7.0,7.0,759.0
69a1a6245c60b6a02fc72573,7,martial_arts,QMA05,repeat_short,0,0.0,4,61.795,109.704,7.0,7.0,759.0
69a1a6245c60b6a02fc72573,7,fruits_v2,QF_V2_01,control,0,0.0,3,50.357,104.324,9.0,9.0,759.0
69a1a6245c60b6a02fc72573,7,fruits_v2,QF_V2_02,control,0,0.0,3,50.357,104.324,9.0,9.0,759.0
69a1a6245c60b6a02fc72573,7,fruits_v2,QF_V2_03,control,0,0.0,3,50.357,104.324,9.0,9.0,759.0
69a1a6245c60b6a02fc72573,7,fruits_v2,QF_V2_04,control,0,0.0,3,50.357,104.324,9.0,9.0,759.0
69a1a6245c60b6a02fc72573,7,fruits_v2,QF_V2_05,control,0,0.0,3,50.357,104.324,9.0,9.0,759.0
69a1a6245c60b6a02fc72573,7,astronomy,QA01,repeat_long,0,0.0,1,80.567,62.488,8.0,8.0,759.0
69a1a6245c60b6a02fc72573,7,astronomy,QA02,repeat_long,1,1.0,1,80.567,62.488,8.0,8.0,759.0
69a1a6245c60b6a02fc72573,7,astronomy,QA03,repeat_long,0,0.0,1,80.567,62.488,8.0,8.0,759.0
69a1a6245c60b6a02fc72573,7,astronomy,QA04,repeat_long,0,0.0,1,80.567,62.488,8.0,8.0,759.0
69a1a6245c60b6a02fc72573,7,astronomy,QA05,repeat_long,0,0.0,1,80.567,62.488,8.0,8.0,759.0
69a1a6245c60b6a02fc72573,7,fabrics,QFB01,distractor,1,1.0,2,71.535,62.204,7.0,7.0,759.0
69a1a6245c60b6a02fc72573,7,fabrics,QFB02,distractor,1,1.0,2,71.535,62.204,7.0,7.0,759.0
69a1a6245c60b6a02fc72573,7,fabrics,QFB03,distractor,0,0.0,2,71.535,62.204,7.0,7.0,759.0
69a1a6245c60b6a02fc72573,7,fabrics,QFB04,distractor,0,0.0,2,71.535,62.204,7.0,7.0,759.0
69a1a6245c60b6a02fc72573,7,fabrics,QFB05,distractor,1,1.0,2,71.535,62.204,7.0,7.0,759.0
5ae11f9709eae20001132c22,4,martial_arts,QMA01,control,1,1.0,3,58.314,75.084,7.0,7.0,611.0
5ae11f9709eae20001132c22,4,martial_arts,QMA02,control,1,1.0,3,58.314,75.084,7.0,7.0,611.0
5ae11f9709eae20001132c22,4,martial_arts,QMA03,control,0,0.0,3,58.314,75.084,7.0,7.0,611.0
